review,rating,date,bank,source,cleaned_text,textblob_sentiment,vader_sentiment,transformer_sentiment,transformer_score
the best Supper App ever,5,2025-04-22,Dashen,Google Play,best supper app ever,positive,positive,POSITIVE,0.9997851252555847
"This is the best app ever, when is it planned to include digital lending and gasification?",5,2025-04-22,Dashen,Google Play,best app ever planned include digital lending gasification,positive,positive,POSITIVE,0.9986427426338196
"A powerful, local solution that rivals any global app. I love how easy it is to explore services and products.",5,2025-04-22,Dashen,Google Play,powerful local solution rival global app love easy explore service product,positive,positive,POSITIVE,0.9994159936904907
Dashen bank is my number one choice,5,2025-04-22,Dashen,Google Play,dashen bank number one choice,neutral,positive,POSITIVE,0.9987853169441223
Assefa Genetu = Dashen superup is the latest and inclussive .I am happy with this super up.,5,2025-04-22,Dashen,Google Play,assefa genetu dashen superup latest inclussive happy super,positive,positive,NEGATIVE,0.5014271140098572
"The App is incredibly user-friendly and brings multiple services into one place. It's fast, intuitive, and makes daily tasks super convenient. A true all-in-one solution!",5,2025-04-21,Dashen,Google Play,app incredibly brings multiple service one place fast intuitive make daily task super convenient true solution,positive,positive,POSITIVE,0.9894616007804871
"Proudly made in Ethiopia, this innovation delivers more than promised. The marketplace is a major boost for local commerce",5,2025-04-21,Dashen,Google Play,proudly made ethiopia innovation delivers promised marketplace major boost local commerce,positive,positive,POSITIVE,0.999762237071991
it so fanrastic and user friendly app. Bravo Dashen bank thanks.,5,2025-04-21,Dashen,Google Play,fanrastic user friendly app bravo dashen bank thanks,positive,positive,POSITIVE,0.9957053065299988
"one of the best digital platforms I've used! from smooth transactions to a seamless shopping experience, highly recommended.",5,2025-04-21,Dashen,Google Play,one best digital platform used smooth transaction seamless shopping experience highly recommended,positive,positive,POSITIVE,0.9992096424102783
A proudly Ethiopia innovation that delivers beyond expectations. The marketplace feature is a big win for local shoppers bnd sellers,5,2025-04-21,Dashen,Google Play,proudly ethiopia innovation delivers beyond expectation marketplace feature big win local shopper bnd seller,positive,positive,POSITIVE,0.9995040893554688
"Dashen Super App is a game-changer! It’s fast, user-friendly, and packed with features that make everyday banking and transactions super convenient. I love how everything I need from mobile banking to utility payments is all in one place. The interface is clean, and everything works smoothly. Definitely one of the best apps out there. Highly recommended!",5,2025-04-21,Dashen,Google Play,dashen super app fast packed feature make everyday banking transaction super convenient love everything need mobile banking utility payment one place interface clean everything work smoothly definitely one best apps highly recommended,positive,positive,POSITIVE,0.9997102618217468
Easy to use and has many options. It is the best financial app I have ever used.,5,2025-04-21,Dashen,Google Play,easy use many option best financial app ever used,positive,positive,POSITIVE,0.989372193813324
"Highly impressed! Dash Bank really nailed it with this app. Secure, reliable, and packed with features I use daily",5,2025-04-21,Dashen,Google Play,highly impressed dash bank really nailed app secure reliable packed feature use daily,positive,positive,POSITIVE,0.9990358352661133
"One of the best digital platforms I’ve used! From smooth transactions to a seamless shopping experience, Highly recommended",5,2025-04-21,Dashen,Google Play,one best digital platform used smooth transaction seamless shopping experience highly recommended,positive,positive,POSITIVE,0.9992096424102783
"This app has everything I was looking for, dashen is becoming a grandmaster.",5,2025-04-21,Dashen,Google Play,app everything looking dashen becoming grandmaster,positive,neutral,POSITIVE,0.9987133741378784
Very convenient,5,2025-04-21,Dashen,Google Play,convenient,neutral,neutral,POSITIVE,0.999121367931366
"The user experience is seamless, and everything just works perfectly right out of the box. I can’t believe how much time and effort it saves me every day.",5,2025-04-21,Dashen,Google Play,user experience seamless everything work perfectly right box believe much time effort save every day,positive,positive,POSITIVE,0.9985371828079224
wawwwww what nice super app !!keep it up dashen bank !!,5,2025-04-21,Dashen,Google Play,wawwwww nice super app keep dashen bank,positive,positive,POSITIVE,0.993996262550354
"Dashen SuperApp the ultimate all-in-one solution! From banking and shopping to bill payments, everything you need is right at your fingertips. Life just got a whole lot easier!",5,2025-04-21,Dashen,Google Play,dashen superapp ultimate solution banking shopping bill payment everything need right fingertip life got whole lot easier,positive,positive,NEGATIVE,0.9704667925834656
"It is,really super because of its unique offerings to individuals and businesses.It is a secure UX first app intended to cater comprehensive digital meeds.I am also happy to know that Dashen is considering to make the app more inclusive by lowering the mobile version requirements .",5,2025-04-21,Dashen,Google Play,really super unique offering individual secure ux first app intended cater comprehensive digital also happy know dashen considering make app inclusive lowering mobile version requirement,positive,positive,POSITIVE,0.9980731010437012
"the very easy, secured, fast and multifunctional dashen supper application I ever seen. dashen really one steps ahead!!!",5,2025-04-21,Dashen,Google Play,easy secured fast multifunctional dashen supper application ever seen dashen really one step ahead,positive,positive,POSITIVE,0.995043158531189
"One app for everything! I can shop, manage my bank account , and do so much more . Truly a super app",5,2025-04-21,Dashen,Google Play,one app everything shop manage bank account much truly super app,positive,positive,POSITIVE,0.9974272847175598
one of the best digital platforms I’ve used! From smooth transactions to a seamless shopping experie,5,2025-04-21,Dashen,Google Play,one best digital platform used smooth transaction seamless shopping experie,positive,positive,POSITIVE,0.9979416728019714
"Dashen Bank super App is the most suitable, reliable, and fast digital banking system.",5,2025-04-21,Dashen,Google Play,dashen bank super app suitable reliable fast digital banking system,positive,positive,POSITIVE,0.9905745387077332
Excellent app.,5,2025-04-21,Dashen,Google Play,excellent app,positive,positive,POSITIVE,0.9998356103897095
This is what we call banking app. As professional I want banking app as simple as this and an app rich of features that align with my lifestyle.,5,2025-04-21,Dashen,Google Play,call banking app professional want banking app simple app rich feature align lifestyle,positive,positive,POSITIVE,0.9873248338699341
thanks again,5,2025-04-21,Dashen,Google Play,thanks,positive,positive,POSITIVE,0.9998080134391785
Super Easy To Use and Fast Transaction.,5,2025-04-21,Dashen,Google Play,super easy use fast transaction,positive,positive,POSITIVE,0.6839421391487122
"I have an incredible experience with Dashen super app, what an amazing platform is it?. keep pioneering in technological advancement 👏👏👏",5,2025-04-21,Dashen,Google Play,incredible experience dashen super app amazing platform keep pioneering technological advancement,positive,positive,POSITIVE,0.999678373336792
"i can't recommend the Dashen Super App enough! This app is truly a game changer for anyone looking for a seamless and efficient way to manage their daily life. It combines multiple essential services into one easy-to-use platform, saving time and simplifying tasks The user interface is modern, intuitive, and super responsive, making navigation a breeze. Whether it's banking, payment services, or accessing lifestyle features, everything is just a few clicks away!!",5,2025-04-21,Dashen,Google Play,ca recommend dashen super app enough app truly game changer anyone looking seamless efficient way manage daily life combine multiple essential service one platform saving time simplifying task user interface modern intuitive super responsive making navigation breeze whether banking payment service accessing lifestyle feature everything click away,positive,positive,POSITIVE,0.9969197511672974
"The app is incredibly handy for managing multiple financial tasks, from bill payments to managing budgets. It’s saved me a lot of time and made banking way more convenient. Definitely worth checking out!",5,2025-04-21,Dashen,Google Play,app incredibly handy managing multiple financial task bill payment managing budget saved lot time made banking way convenient definitely worth checking,positive,positive,POSITIVE,0.993610680103302
what an App,5,2025-04-21,Dashen,Google Play,app,neutral,neutral,POSITIVE,0.9684573411941528
The new e-commerce feature is incredibly amazing and user friendly.,5,2025-04-21,Dashen,Google Play,new feature incredibly amazing user friendly,positive,positive,POSITIVE,0.9998619556427002
"dashen bank supper app is the most easy to use and have high speed,quality and I like features like chat,budget,fuel payment, and security for my opinion this product is techonolgy edge,this international standard thanks for product oweners (dashen bank)",3,2025-04-21,Dashen,Google Play,dashen bank supper app easy use high speed quality like feature like chat budget fuel payment security opinion product techonolgy edge international standard thanks product oweners dashen bank,positive,positive,NEGATIVE,0.780739426612854
"The Dashen supperapp is a revolutionary advancement in digital banking, combining exceptional usability, an intuitive interface and a seamless user experience. among its standout features are the integration of QR codes, account statement, transaction advise, chat, transaction authentication for limit thresholds, budgeting and different app in a single dashboard. Truly ahead of the curve ..... keep up the excellent work 🤝👏",5,2025-04-21,Dashen,Google Play,dashen supperapp revolutionary advancement digital banking combining exceptional usability intuitive interface seamless user experience among standout feature integration qr code account statement transaction advise chat transaction authentication limit threshold budgeting different app single dashboard truly ahead curve keep excellent work,positive,positive,POSITIVE,0.9995949864387512
"A proudly Ethiopian innovation that delivers beyond expectations. The marketplace feature is a big win for local shoppers and sellers. Very impressed with the new updates, The e-commerce section is smooth and supports Ethiopian merchants!",5,2025-04-21,Dashen,Google Play,proudly ethiopian innovation delivers beyond expectation marketplace feature big win local shopper seller impressed new update section smooth support ethiopian merchant,positive,positive,POSITIVE,0.9996368885040283
"Very impressed with the new updates, The e-commerce section is smooth and supports Ethiopian merchants.",5,2025-04-21,Dashen,Google Play,impressed new update section smooth support ethiopian merchant,positive,positive,POSITIVE,0.9993155002593994
"Dashen Bank Super App is fast, reliable, and super easy to use. All my banking needs are handled smoothly in one place. Clean design and seamless experience – highly recommended!",5,2025-04-21,Dashen,Google Play,dashen bank super app fast reliable super easy use banking need handled smoothly one place clean design seamless experience highly recommended,positive,positive,POSITIVE,0.9968836903572083
"Db sup app is A platform or an application that can grasp more satisfactions through fastest mode of operation which means for budget planning, to use QR code(scan, pay, go) chat with staff, acc to acc other bank ft, merchant payment, and easly. I addition to i satisfied and i invite everyone to use those platform!!.",5,2025-04-21,Dashen,Google Play,db sup app platform application grasp satisfaction fastest mode operation mean budget planning use qr code scan pay go chat staff acc acc bank ft merchant payment easly addition satisfied invite everyone use platform,positive,positive,NEGATIVE,0.9917150139808655
the chat banking and unique and only app that alow money request!!,5,2025-04-21,Dashen,Google Play,chat banking unique app alow money request,positive,neutral,NEGATIVE,0.9602182507514954
Better and inclusive app!,5,2025-04-21,Dashen,Google Play,better inclusive app,positive,positive,POSITIVE,0.9957422614097595
Amazing Application,5,2025-04-21,Dashen,Google Play,amazing application,positive,positive,POSITIVE,0.9998698234558105
